DTRH real Scale X value,DTRH real Scale Y value,,
210.6,1.7039
210.8,1.8315
211,1.9591
211.2,2.0867
211.4,2.2318
211.6,2.3769
211.8,2.571
212,2.7651
212.2,2.9592
212.4,3.1042
212.6,3.2491
212.8,3.3926
213,3.536
213.2,3.6795
213.4,3.8702
213.6,4.0609
213.8,4.2517
214,4.3944
214.2,4.5372
214.4,4.6711
214.6,4.805
214.8,4.939
215,5.1125
215.2,5.286
215.4,5.4131
215.6,5.5401
215.8,5.6672
216,5.7318
216.2,5.7964
216.4,5.861
216.6,5.9104
216.8,5.9599
217,5.9691
217.2,5.9784
217.4,5.9876
217.6,5.9065
217.8,5.8254
218,5.6935
218.2,5.5615
218.4,5.4295
218.6,5.3127
218.8,5.1959
219,4.987
219.2,4.7933
219.4,4.5996
219.6,4.4059
219.8,4.2121
220,4.0184
220.2,3.8336
220.4,3.6487
220.6,3.4732
220.8,3.2977
221,3.1222
221.2,2.9468
221.4,2.7713
221.6,2.6469
221.8,2.5226
222,2.3983
222.2,2.2346
222.4,2.0709
222.6,1.9071
222.8,1.7853
223,1.6634
223.2,1.554
223.4,1.4445
223.6,1.3351
223.8,1.1971
224,1.0591
224.2,0.96198
224.4,0.8649
224.6,0.76781
224.8,0.69499
225,0.62217
225.2,0.54935
225.4,0.46138
225.6,0.37342
225.8,0.31457
226,0.25572
226.2,0.19688
226.4,0.21053
226.6,0
226.8,0
227,0
227.2,0
227.4,0
227.6,0.53944
227.8,0.61158
228,0.73894
228.2,0.86629
228.4,1.0356
228.6,1.205
228.8,1.3744
229,1.4998
229.2,1.6252
229.4,1.7501
229.6,1.8749
229.8,1.9998
230,2.1672
230.2,2.3346
230.4,2.5021
230.6,2.6294
230.8,2.7568
231,2.8816
231.2,3.0064
231.4,3.1313
231.6,3.296
231.8,3.4606
232,3.5825
232.2,3.7044
232.4,3.8263
232.6,3.9479
232.8,4.0694
233,4.1909
233.2,4.3547
233.4,4.5185
233.6,4.6428
233.8,4.7672
234,4.8915
234.2,5.018
234.4,5.1445
234.6,5.3125
234.8,5.4805
235,5.6485
235.2,5.8121
235.4,5.9757
235.6,6.1771
235.8,6.3363
236,6.4955
236.2,6.6547
236.4,6.8139
236.6,6.9731
236.8,7.0418
237,7.1104
237.2,7.0883
237.4,7.0662
237.6,7.0441
237.8,6.9842
238,6.9244
238.2,6.7762
238.4,6.628
238.6,6.4799
238.8,6.2805
239,6.0811
239.2,5.8817
239.4,5.7309
239.6,5.58
239.8,5.4275
240,5.275
240.2,5.1225
240.4,4.9196
240.6,4.7166
240.8,4.5641
241,4.4115
241.2,4.259
241.4,4.1062
241.6,3.9533
241.8,3.8005
242,3.5975
242.2,3.3945
242.4,3.2424
242.6,3.0903
242.8,2.9382
243,2.7856
243.2,2.633
243.4,2.4289
243.6,2.2248
243.8,2.0207
244,1.8681
244.2,1.7155
244.4,1.5629
244.6,1.4275
244.8,1.2922
245,1.1341
245.2,0.97611
245.4,0.81809
245.6,0.71101
245.8,0.60392
246,0.53967
246.2,0.47542
246.4,0.41117
246.6,0.33826
246.8,0.26536
247,0.19246
247.2,0.15247
247.4,0.11249
247.6,0.095188
247.8,0
248,0
248.2,0
248.4,0
248.6,0
248.8,0
249,0
249.2,0
249.4,0
249.6,0
249.8,0
250,0
250.2,0
250.4,0
250.6,0
250.8,0
251,0
251.2,0
251.4,0.10902
251.6,0.12884
251.8,0.1572
252,0.18556
252.2,0.21678
252.4,0.248
252.6,0.27922
252.8,0.30053
253,0.32184
253.2,0.34315
253.4,0.3584
253.6,0.37365
253.8,0.39547
254,0.41729
254.2,0.43911
254.4,0.45239
254.6,0.46567
254.8,0.48994
255,0.51421
255.2,0.53848
255.4,0.57684
255.6,0.61521
255.8,0.65357
256,0.68808
256.2,0.72259
256.4,0.76642
256.6,0.81024
256.8,0.85406
257,0.91294
257.2,0.97182
257.4,1.0169
257.6,1.0619
257.8,1.1069
258,1.1799
258.2,1.2529
258.4,1.3259
258.6,1.4417
258.8,1.5575
259,1.6574
259.2,1.7573
259.4,1.8572
259.6,1.975
259.8,2.0927
260,2.2434
260.2,2.3942
260.4,2.5449
260.6,2.6535
260.8,2.7622
261,2.8708
261.2,2.9601
261.4,3.0493
261.6,3.162
261.8,3.2747
262,3.3874
262.2,3.4672
262.4,3.547
262.6,3.5731
262.8,3.5993
263,3.6254
263.2,3.631
263.4,3.6365
263.6,3.6421
263.8,3.6242
264,3.6064
264.2,3.5357
264.4,3.4649
264.6,3.3942
264.8,3.294
265,3.1939
265.2,3.1144
265.4,3.0349
265.6,2.9554
265.8,2.867
266,2.7787
266.2,2.6903
266.4,2.5725
266.6,2.4547
266.8,2.3404
267,2.2262
267.2,2.1119
267.4,2.0015
267.6,1.8912
267.8,1.7808
268,1.6704
268.2,1.5601
268.4,1.4593
268.6,1.3586
268.8,1.2381
269,1.1471
269.2,1.0561
269.4,0.99097
269.6,0.92587
269.8,0.86077
270,0.80145
270.2,0.74213
270.4,0.66939
270.6,0.59665
270.8,0.52391
271,0.47098
271.2,0.41805
271.4,0.37749
271.6,0.33692
271.8,0.29635
272,0.24839
272.2,0.20043
272.4,0.15247
272.6,0.12427
272.8,0.096075
273,0.081295
273.2,0
273.4,0
273.6,0
273.8,0
274,0
274.2,0
274.4,0
274.6,0
274.8,0
275,0
275.2,0
275.4,0
275.6,0
275.8,0.068399
276,0.12703
276.2,0.12703
276.4,0.25405
276.6,0.25405
276.8,0
277,0
